time_s,ecg_processed
0.4775,-0.008046282434528967
0.48,-0.008003452855901379
0.4825,-0.007959883155772986
0.485,-0.007915571679445312
0.4875,-0.007870516809577873
0.49,-0.007824716966523282
0.4925,-0.007778170608662182
0.495,-0.007730876232737957
0.4975,-0.007682832374191182
0.5,-0.007634037607493776
0.5025,-0.0075844905464828105
0.505,-0.007534189844693949
0.5075,-0.00748313419569454
0.51,-0.007431322333416351
0.5125,-0.007378753032487929
0.515,-0.007325425108566566
0.5175,-0.007271337418669829
0.52,-0.007216488861506596
0.5225,-0.007160878377807577
0.525,-0.007104504950655311
0.5275,-0.007047367605813628
0.53,-0.006989465412056551
0.5325,-0.006930797481496605
0.535,-0.0068713629699125416
0.5375,-0.0068111610770764195
0.54,-0.006750191047080084
0.5425,-0.006688452168660959
0.545,-0.0066259437755271655
0.5475,-0.00656266524668189
0.55,-0.006498616006747003
0.5525,-0.006433795526285906
0.555,-0.006368203322125573
0.5575,-0.006301838957677754
0.56,-0.006234702043259378
0.5625,-0.006166792236412123
0.565,-0.0060981092422211225
0.5675,-0.006028652813632752
0.57,-0.005958422751771504
0.5725,-0.0058874189062558735
0.575,-0.005815641175513279
0.5775,-0.005743089507094
0.58,-0.0056697638979841
0.5825,-0.005595664394917296
0.585,-0.005520791094685738
0.5875,-0.005445144144449666
0.59,-0.005368723742045945
0.5925,-0.0052915301362955
0.595,-0.005213563627309585
0.5975,-0.005134824566794898
0.6,-0.005055313358357474
0.6025,-0.004975030457805347
0.605,-0.0048939763734499155
0.6075,-0.004812151666406009
0.61,-0.0047295569508906095
0.6125,-0.004646192894520233
0.615,-0.0045620602186069404
0.6175,-0.004477159698452948
0.62,-0.004391492163643797
0.6225,-0.004305058498340064
0.625,-0.004217859641567624
0.6275,-0.004129896587506428
0.63,-0.004041170385777773
0.6325,-0.003951682141729998
0.635,-0.003861433016722614
0.6375,-0.003770424228408849
0.64,-0.003678657051016613
0.6425,-0.0035861328156278306
0.645,-0.0034928529104561045
0.6475,-0.0033988187811226484
0.65,-0.003304031930930491
0.6525,-0.0032084939211369213
0.655,-0.0031122063712241523
0.6575,-0.003015170959168179
0.66,-0.0029173894217058207
0.6625,-0.0028188635545999294
0.665,-0.0027195952129027362
0.6675,-0.002619586311217301
0.67,-0.002518838823957023
0.6725,-0.002417354785603194
0.675,-0.002315136290960577
0.6775,-0.00221218549541097
0.68,-0.002108504615164727
0.6825,-0.0020040959275102227
0.685,-0.0018989617710612255
0.6875,-0.0017931045460021714
0.69,-0.0016865267143313088
0.6925,-0.0015792308001016883
0.695,-0.0014712193896599661
0.6975,-0.0013624951318829896
0.7,-0.0012530607384121492
0.7025,-0.001142918983885464
0.705,-0.0010320727061673767
0.7075,-0.0009205248065762341
0.71,-0.000808278250109421
0.7125,-0.0006953360656661257
0.715,-0.0005817013462677085
0.7175,-0.000467377249275648
0.72,-0.0003523669966070429
0.7225,-0.00023667387494764175
0.725,-0.0001203012359623801
0.7275,-3.252496503396332e-06
0.73,0.00011446886118449991
0.7325,0.00023285928926093945
0.735,0.0003519151740897152
0.7375,0.0004716328360411407
0.74,0.0005920085292970628
0.7425,0.0007130384416585429
0.745,0.000834718694356226
0.7475,0.0009570453418634273
0.75,0.0010800143717119776
0.7525,0.0012036217043108583
0.755,0.001327863192767656
0.7575,0.001452734622712857
0.76,0.0015782317121270006
0.7625,0.001704350111170708
0.765,0.0018310854020176083
0.7675,0.0019584330986902
0.77,0.0020863886468986685
0.7725,0.00221494742388269
0.775,0.002344104738256253
0.7775,0.002473855829855523
0.78,0.0026041958695897562
0.7825,0.002735119959295288
0.785,0.0028666231315926057
0.7875,0.0029987003497465685
0.79,0.003131346507529805
0.7925,0.003264556429089345
0.795,0.0033983248688164843
0.7975,0.0035326465112198837
0.8,0.003667515970801894
0.8025,0.003802927791938139
0.805,0.003938876448760377
0.8075,0.004075356345042664
0.81,0.004212361814090885
0.8125,0.004349887118635675
0.815,0.004487926450728784
0.8175,0.004626473931642895
0.82,0.004765523611774928
0.8225,0.004905069470552868
0.825,0.005045105416346069
0.8275,0.005185625286379064
0.83,0.005326622846648878
0.8325,0.0054680917918459035
0.835,0.0056100257452783575
0.8375,0.005752418258800338
0.84,0.005895262812743492
0.8425,0.006038552815852355
0.845,0.006182281605223387
0.8475,0.006326442446247759
0.85,0.0064710285325579224
0.8525,0.006616032985977965
0.855,0.006761448856477737
0.8575,0.006907269122130761
0.86,0.007053486689075986
0.8625,0.007200094391483391
0.865,0.007347084991523441
0.8675,0.007494451179340373
0.87,0.0076421855730293715
0.8725,0.007790280718617628
0.875,0.007938729090049402
0.8775,0.008087523089175128
0.88,0.008236655045744558
0.8825,0.008386117217403994
0.885,0.008535901789697615
0.8875,0.008686000876072837
0.89,0.008836406517889714
0.8925,0.008987110684434366
0.895,0.009138105272936478
0.8975,0.009289382108590923
0.9,0.00944093294458356
0.9025,0.009592749462121268
0.905,0.009744823270466206
0.9075,0.009897145906974334
0.91,0.010049708837138138
0.9125,0.010202503454633575
0.915,0.010355521081371314
0.9175,0.010508752967552278
0.92,0.010662190291727583
0.9225,0.010815824160862872
0.925,0.010969645610406989
0.9275,0.01112364560436503
0.93,0.011277815035375689
0.9325,0.011432144724792972
0.935,0.011586625422772261
0.9375,0.011741247808360769
0.94,0.011896002489592548
0.9425,0.012050880003588098
0.945,0.01220587081665862
0.9475,0.01236096532441485
0.95,0.012516153851880525
0.9525,0.012671426653610242
0.955,0.01282677391381178
0.9575,0.012982185746472823
0.96,0.013137652195492277
0.9625,0.013293163234816219
0.965,0.013448708768578486
0.9675,0.013604278631245963
0.97,0.013759862587768582
0.9725,0.013915450333733993
0.975,0.014071031495526957
0.9775,0.014226595630493485
0.98,0.01438213222710969
0.9825,0.014537630705155296
0.985,0.014693080415891801
0.9875,0.014848470642245305
0.99,0.015003790598994204
0.9925,0.015159029432961803
0.995,0.015314176223213818
0.9975,0.015469219981260753
1.0,0.015624149651265178
1.0025,0.01577895411025371
1.005,0.015933622168333716
1.0075,0.016088142568914856
1.01,0.016242503988935616
1.0125,0.01639669503909478
1.015,0.01655070426408769
1.0175,0.016704520142847346
1.02,0.016858131088790383
1.0225,0.017011525450067913
1.025,0.017164691509821226
1.0275,0.01731761748644249
1.03,0.017470291533840384
1.0325,0.01762270174171083
1.035,0.017774836135812756
1.0375,0.017926682678248956
1.04,0.018078229267751874
1.0425,0.018229463739974253
1.045,0.018380373867784794
1.0475,0.018530947361568868
1.05,0.018681171869534285
1.0525,0.018831034978021886
1.055,0.018980524211820962
1.0575,0.019129627034489616
1.06,0.019278330848680122
1.0625,0.019426622996469484
1.065,0.019574490759695255
1.0675,0.019721921360296726
1.07,0.01986890196066129
1.0725,0.020015419663975877
1.075,0.02016146151458334
1.0775,0.020307014498343774
1.08,0.02045206554300069
1.0825,0.020596601518552214
1.085,0.020740609237627345
1.0875,0.0208840754558674
1.09,0.02102698687231269
1.0925,0.02116933012979422
1.095,0.02131109181533045
1.0975,0.02145225846052909
1.1,0.021592816541994003
1.1025,0.02173275248173722
1.105,0.021872052647596025
1.1075,0.022010703353655164
1.11,0.022148690860674152
1.1125,0.022286001376519603
1.115,0.022422621056602577
1.1175,0.022558536004320992
1.12,0.022693732271507113
1.1225,0.022828195858880223
1.125,0.022961912716504426
1.1275,0.023094868744251606
1.13,0.023227049792269472
1.1325,0.02335844166145468
1.135,0.023489030103931063
1.1375,0.023618800823532748
1.14,0.023747739476292308
1.1425,0.023875831670933892
1.145,0.02400306296937128
1.1475,0.024129418887211096
1.15,0.024254884894261156
1.1525,0.02437944641504386
1.155,0.02450308882931456
1.1575,0.0246257974725849
1.16,0.024747557636651155
1.1625,0.024868354570127742
1.165,0.024988173478985826
1.1675,0.0251069995270969
1.17,0.025224817836781304
1.1725,0.02534161348936164
1.175,0.025457371525721112
1.1775,0.025572076946866758
1.18,0.02568571471449753
1.1825,0.02579826975157723
1.185,0.025909726942912274
1.1875,0.026020071135734443
1.19,0.026129287140288657
1.1925,0.026237359730425718
1.195,0.026344273644200108
1.1975,0.026450013584472642
1.2,0.026554564219517938
1.2025,0.026657910183636512
1.205,0.02676003607777163
1.2075,0.026860926470130914
1.21,0.026960565896812685
1.2125,0.027058938862437026
1.215,0.02715602984078144
1.2175,0.02725182327542128
1.22,0.027346303580374855
1.2225,0.027439455140753227
1.225,0.02753126231341485
1.2275,0.027621709427624992
1.23,0.027710780785719945
1.2325,0.027798460663775802
1.235,0.027884733312281883
1.2375,0.027969582956818638
1.24,0.02805299379874007
1.2425,0.02813495001586045
1.245,0.028215435763145363
1.2475,0.028294435173407028
1.25,0.02837193235800414
1.2525,0.028447911407546447
1.255,0.02852235639260414
1.2575,0.02859525136442186
1.26,0.028666580355637055
1.2625,0.028736327381002652
1.265,0.02880447643811387
1.2675,0.02887101150813919
1.27,0.028935916556555627
1.2725,0.028999175533888297
1.275,0.029060772376454064
1.2775,0.029120691007109258
1.28,0.029178915336001445
1.2825,0.029235429261325427
1.285,0.029290216670083455
1.2875,0.02934326143884973
1.29,0.029394547434539252
1.2925,0.029444058515180695
1.295,0.029491778530693197
1.2975,0.029537691323666786
1.3,0.029581780730146813
1.3025,0.029624030580422296
1.305,0.029664424699818344
1.3075,0.02970294690949254
1.31,0.02973958102723526
1.3125,0.02977431086827393
1.315,0.029807120246081058
1.3175,0.029837992973185696
1.32,0.029866912861988178
1.3225,0.029893863725578302
1.325,0.0299188293785572
1.3275,0.029941793637862993
1.33,0.02996274032360017
1.3325,0.02998165325987267
1.335,0.029998516275620533
1.3375,0.030013313205460062
1.34,0.03002602789052717
1.3425,0.030036644179323804
1.345,0.03004514592856764
1.3475,0.030051517004045198
1.35,0.030055741281468283
1.3525,0.03005780264733392
1.355,0.030057684999787507
1.3575,0.03005537224948901
1.36,0.03005084832048208
1.3625,0.030044097151066027
1.365,0.030035102694670843
1.3675,0.030023848920735223
1.37,0.030010319815587723
1.3725,0.0299944993833309
1.375,0.029976371646728377
1.3775,0.029955920648094613
1.38,0.029933130450187355
1.3825,0.029907985137102803
1.385,0.02988046881517322
1.3875,0.02985056561386684
1.39,0.029818259686690052
1.3925,0.029783535212092302
1.395,0.029746376394373775
1.3975,0.02970676746459586
1.4,0.029664692681494107
1.4025,0.029620136332393604
1.405,0.02957308273412649
1.4075,0.029523516233951493
1.41,0.029471421210475534
1.4125,0.02941678207457753
1.415,0.029359583270334215
1.4175,0.02929980927594792
1.42,0.029237444604676414
1.4225,0.02917247380576475
1.425,0.02910488146537938
1.4275,0.029034652207544333
1.43,0.028961770695079127
1.4325,0.02888622163053793
1.435,0.02880798975714988
1.4375,0.02872705985976091
1.44,0.028643416765777335
1.4425,0.028557045346111136
1.445,0.02846793051612703
1.4475,0.028376057236591014
1.45,0.028281410514620034
1.4525,0.028183975404632813
1.455,0.028083737009301977
1.4575,0.02798068048050741
1.46,0.027874791020290644
1.4625,0.027766053881810353
1.465,0.027654454370298853
1.4675,0.027539977844019528
1.47,0.027422609715225043
1.4725,0.027302335451116322
1.475,0.027179140574802384
1.4775,0.027053010666260865
1.48,0.026923931363299312
1.4825,0.02679188836251701
1.485,0.026656867420267363
1.4875,0.026518854353620728
1.49,0.026377835041327603
1.4925,0.026233795424782092
1.495,0.026086721508985562
1.4975,0.025936599363510646
1.5,0.025783415123465377
1.5025,0.02562715499045732
1.505,0.02546780523355781
1.5075,0.025305352190266306
1.51,0.025139782267474833
1.5125,0.02497108194243239
1.515,0.02479923776370905
1.5175,0.02462423635215959
1.52,0.024446064401886656
1.5225,0.024264708681203236
1.525,0.024080156033594483
1.5275,0.023892393378678947
1.53,0.02370140771316924
1.5325,0.0235071861118322
1.535,0.0233097157284484
1.5375,0.02310898379677091
1.54,0.022904977631483185
1.5425,0.022697684629155827
1.545,0.022487092269202147
1.5475,0.022273188114832542
1.55,0.02205595981400775
1.5525,0.02183539510039092
1.555,0.021611481794298358
1.5575,0.021384207803648768
1.56,0.021153561124910975
1.5625,0.020919529844050173
1.565,0.020682102137472718
1.5675,0.020441266272969303
1.57,0.020197010610656433
1.5725,0.019949323603916012
1.575,0.019698193800332997
1.5775,0.019443609842630976
1.58,0.019185560469605713
1.5825,0.018924034517056463
1.585,0.018659020918715158
1.5875,0.01839050870717331
1.59,0.018118487014806523
1.5925,0.017842945074696574
1.595,0.01756387222155105
1.5975,0.017281257892620437
1.6,0.016995091628612714
1.6025,0.016705363074605278
1.605,0.01641206198095403
1.6075,0.016115178204199537
1.61,0.015814701707970336
1.6125,0.015510622563883277
1.615,0.015202930952440775
1.6175,0.014891617163924831
1.62,0.014576671599287732
1.6225,0.014258084771039344
1.625,0.013935847304131024
1.6275,0.013609949936836127
1.63,0.013280383521627182
1.6325,0.012947139026049504
1.635,0.012610207533591109
1.6375,0.01226958024454875
1.64,0.011925248476889975
1.6425,0.011577203667111189
1.645,0.01122543737109167
1.6475,0.010869941264943506
1.65,0.010510707145857409
1.6525,0.01014772693294437
1.655,0.009780992668072993
1.6575,0.009410496516702458
1.66,0.009036230768711
1.6625,0.008658187839219832
1.665,0.00827636026941242
1.6675,0.007890740727349077
1.67,0.00750132200877673
1.6725,0.0071080970379338
1.675,0.006711058868350126
1.6775,0.00631020068364186
1.68,0.005905515798301301
1.6825,0.005496997658481589
1.685,0.0050846398427761424
1.6875,0.004668436062992732
1.69,0.0042483801649220885
1.6925,0.0038244661291009755
1.695,0.003396688071569686
1.6975,0.0029650402446238827
1.7,0.002529517037560736
1.7025,0.0020901129774192717
1.705,0.001646822729714835
1.7075,0.0011996410991675776
1.71,0.0007485630304248775
1.7125,0.000293583608777627
1.715,-0.00016530193912968016
1.7175,-0.0006280982445951301
1.72,-0.0010948097961619111
1.7225,-0.001565440938927255
1.725,-0.002039995873857883
1.7275,-0.002518478657112054
1.73,-0.0030008931993683024
1.7325,-0.003487243265160955
1.735,-0.003977532472222499
1.7375,-0.004471764290832881
1.74,-0.004969942043175795
1.7425,-0.0054720689027020495
1.745,-0.005978147893500071
1.7475,-0.006488181889673609
1.75,-0.007002173614726663
1.7525,-0.007520125640955744
1.755,-0.008042040388849531
1.7575,-0.008567920126496027
1.76,-0.009097766968997353
1.7625,-0.009631582877892233
1.765,-0.010169369660586227
1.7675,-0.010711128969789754
1.77,-0.011256862302964
1.7725,-0.011806571001774813
1.775,-0.012360256251554631
1.7775,-0.012917919080772545
1.78,-0.013479560360512588
1.7825,-0.014045180803960368
1.785,-0.014614780965898107
1.7875,-0.01518836124220824
1.79,-0.01576592186938556
1.7925,-0.01634746292405791
1.795,-0.01693298432251538
1.7975,-0.017522485820248002
1.8,-0.018115967011492075
1.8025,-0.01871342732878514
1.805,-0.019314866042529757
1.8075,-0.019920282260566302
1.81,-0.020529674927754933
1.8125,-0.021143042825566956
1.815,-0.021760384571685585
1.8175,-0.022381698619616114
1.82,-0.023006983258305344
1.8225,-0.02363623661177025
1.825,-0.024269456638735965
1.8275,-0.024906641132283195
1.83,-0.025547787719505284
1.8325,-0.02619289386117509
1.835,-0.026841956851421874
1.8375,-0.027494973817418146
1.84,-0.028151941719076624
1.8425,-0.028812857348757003
1.845,-0.029477717330982426
1.8475,-0.03014651812216569
1.85,-0.03081925601034519
1.8525,-0.03149592711493084
1.855,-0.03217652738646018
1.8575,-0.03286105260636497
1.86,-0.0335494983867484
1.8625,-0.034241860170173
1.865,-0.03493813322945922
1.8675,-0.035638312667494586
1.87,-0.036342393417053344
1.8725,-0.03705037024062683
1.875,-0.0377622377302645
1.8775,-0.03847799030742562
1.88,-0.039197622222841594
1.8825,-0.039921127556388956
1.885,-0.040648500216973395
1.8875,-0.041379733942424585
1.89,-0.04211482229940236
1.8925,-0.04285375868331411
1.895,-0.043596536318243534
1.8975,-0.04434314825689058
1.9,-0.04509358738052262
1.9025,-0.045847846398936964
1.905,-0.04660591785043457
1.9075,-0.04736779410180479
1.91,-0.04813346734832161
1.9125,-0.04890292961375116
1.915,-0.04967617275037098
1.9175,-0.050453188439000915
1.92,-0.051233968189045714
1.9225,-0.0520185033385494
1.925,-0.0528067850542613
1.9275,-0.05359880433171384
1.93,-0.05439455199531186
1.9325,-0.05519401869843361
1.935,-0.05599719492354365
1.9375,-0.056804070982318
1.94,-0.057614637015781275
1.9425,-0.0584288829944559
1.945,-0.05924679871852323
1.9475,-0.06006837381799629
1.95,-0.060893597752904635
1.9525,-0.06172245981349147
1.955,-0.06255494912042313
1.9575,-0.06339105462501021
1.96,-0.06423076510944077
1.9625,-0.06507406918702537
1.965,-0.06592095530245426
1.9675,-0.06677141173206724
1.97,-0.06762542658413619
1.9725,-0.0684829877991602
1.975,-0.0693440831501735
1.9775,-0.07020870024306543
1.98,-0.07107682651691197
1.9825,-0.0719484492443193
1.985,-0.07282355553177984
1.9875,-0.07370213232004104
1.99,-0.07458416638448674
1.9925,-0.07546964433553097
1.995,-0.07635855261902388
1.9975,-0.07725087751667024
2.0,-0.07814660514645981
2.0025,-0.07904572146311002
2.005,-0.07994821225852129
2.0075,-0.08085406316224471
2.01,-0.08176325964196242
2.0125,-0.08267578700398097
2.015,-0.08359163039373786
2.0175,-0.08451077479632108
2.02,-0.08543320503700144
2.0225,-0.0863589057817768
2.025,-0.08728786153792793
2.0275,-0.08822005665458642
2.03,-0.08915547532331493
2.0325,-0.09009410157870044
2.035,-0.0910359192989601
2.0375,-0.09198091220655927
2.04,-0.09292906386884149
2.0425,-0.09388035769867006
2.045,-0.094834776955082
2.0475,-0.0957923047439547
2.05,-0.09675292401868578
2.0525,-0.09771661758088578
2.055,-0.09868336808108365
2.0575,-0.09965315801944472
2.06,-0.10062596974650008
2.0625,-0.10160178546388828
2.065,-0.10258058722510918
2.0675,-0.1035623569362906
2.07,-0.10454707635696706
2.0725,-0.1055347271008713
2.075,-0.10652529063673781
2.0775,-0.10751874828911782
2.08,-0.10851508123920552
2.0825,-0.1095142705256757
2.085,-0.11051629704553291
2.0875,-0.1115211415549724
2.09,-0.11252878467025279
2.0925,-0.113539206868581
2.095,-0.11455238848900892
2.0975,-0.11556830973334188
2.1,-0.1165869506670591
2.1025,-0.11760829122024595
2.105,-0.11863231118853744
2.1075,-0.11965899023407357
2.11,-0.12068830788646613
2.1125,-0.12172024354377663
2.115,-0.12275477647350536
2.1175,-0.12379188581359094
2.12,-0.12483155057341988
2.1225,-0.12587374963484635
2.125,-0.12691846175322258
2.1275,-0.12796566555844094
2.13,-0.12901533955598962
2.1325,-0.13006746212802328
2.135,-0.131122011534448
2.1375,-0.13217896591401823
2.14,-0.1332383032854436
2.1425,-0.13430000154850008
2.145,-0.13536403848514197
2.1475,-0.1364303917606111
2.15,-0.13749903892454646
2.1525,-0.13856995741210268
2.155,-0.13964312454509095
2.1575,-0.14071851753315665
2.16,-0.14179611347500531
2.1625,-0.14287588935967513
2.165,-0.14395782206783353
2.1675,-0.14504188837305784
2.17,-0.14612806494304953
2.1725,-0.14721632834074083
2.175,-0.14830665502528448
2.1775,-0.14939902135297456
2.18,-0.1504934035782109
2.1825,-0.15158977785466654
2.185,-0.15268812023681344
2.1875,-0.15378840668187926
2.19,-0.15489061305214213
2.1925,-0.15599471511725768
2.195,-0.15710068855613066
2.1975,-0.15820850895779245
2.2,-0.15931815182093143
2.2025,-0.16042959255218334
2.205,-0.1615428064639571
2.2075,-0.162657768773236
2.21,-0.16377445460313522
2.2125,-0.1648928389886594
2.215,-0.16601289688687923
2.2175,-0.16713460318972256
2.22,-0.1682579327352911
2.2225,-0.16938286031203248
2.225,-0.1705093606503845
2.2275,-0.1716374083995734
2.23,-0.17276697809316802
2.2325,-0.17389804411449275
2.235,-0.17503058067932478
2.2375,-0.17616456185470936
2.24,-0.17729996162576245
2.2425,-0.1784367540056707
2.245,-0.17957491316038873
2.2475,-0.1807144134963384
2.25,-0.18185522964830775
2.2525,-0.1829973363179401
2.255,-0.18414070795795853
2.2575,-0.1852853183695881
2.26,-0.1864311403608545
2.2625,-0.18757814566697928
2.265,-0.18872630531988693
2.2675,-0.1898755905406542
2.27,-0.191025974015897
2.2725,-0.19217743115403785
2.275,-0.19332994069967066
2.2775,-0.1944834840464125
2.28,-0.19563804285040065
2.2825,-0.1967935951493062
2.285,-0.19795011103415383
2.2875,-0.19910754972850103
2.29,-0.20026586028911225
2.2925,-0.20142498762715505
2.295,-0.20258488391722093
2.2975,-0.20374552287821954
2.3,-0.20490691159636848
2.3025,-0.20606909275518137
2.305,-0.2072321307866974
2.3075,-0.20839607962844792
2.31,-0.2095609374155685
2.3125,-0.2107266027943206
2.315,-0.21189285502398106
2.3175,-0.2130593809428414
2.32,-0.21422586206832103
2.3225,-0.21539211331828448
2.325,-0.216558234933763
2.3275,-0.2177247111275541
2.33,-0.21889237746992402
2.3325,-0.22006219896770998
2.335,-0.22123486020678754
2.3375,-0.2224102611295443
2.34,-0.22358711061518366
2.3425,-0.2247628706553767
2.345,-0.22593427569641383
2.3475,-0.22709849835379076
2.35,-0.2282547583415791
2.3525,-0.22940584144159995
2.355,-0.23055873887998773
2.3575,-0.23172360076521312
2.36,-0.2329105633959376
2.3625,-0.23412479671982184
2.365,-0.23536117907265303
2.3675,-0.23660097995366786
2.37,-0.23781329523893022
2.3725,-0.2389632125672195
2.375,-0.2400265242762668
2.3775,-0.24100751766298617
2.38,-0.24195292251914988
2.3825,-0.24295307143442185
2.385,-0.24412251767658674
2.3875,-0.24555799086053046
2.39,-0.24728141546233462
2.3925,-0.24918735315745488
2.395,-0.25102300286598195
2.3975,-0.2524289131285656
2.4,-0.25305486602042765
2.4025,-0.25273685959671377
2.405,-0.2516832104502519
2.4075,-0.25058376074978866
2.41,-0.25054481604721335
2.4125,-0.2527814664105397
2.415,-0.25807579242542616
2.4175,-0.26612276267061585
2.42,-0.2749999702143674
2.4225,-0.28105672732731635
2.425,-0.27946221792000703
2.4275,-0.2654459964422209
2.43,-0.2359340847549949
2.4325,-0.19095155790558938
2.435,-0.1340495158606703
2.4375,-0.07135108750900175
2.44,-0.009563178794487578
2.4425,0.04603037779091107
2.445,0.0925880315173925
2.4475,0.12943556212563515
2.45,0.15696817225901008
2.4525,0.1755054130814984
2.455,0.1846738070939569
2.4575,0.18348291486573362
2.46,0.17091787968003752
2.4625,0.1467118432931595
2.465,0.11197320944789377
